ID;EMPRENDIMENTO;Bairro;Endereço;Nº da unidade;Área Privativa (m2);N˚ Dorms.;Nº Suítes;N˚ Vagas;Ano Const.;Observações;Valor Condomínio;Valor IPTU;Valor de venda (R$);Valor M2 (R$ / m2);Link das Fotos sem marca d´água
601181053-17;Voxy Ipiranga ;Ipiranga ;Mil Oitocentos e Vinte e Dois, 1453;126;69;2;1;1;2016;Lindo apartamento no Ipiranga ;R$ 900,00;R$ 1.800,00;R$ 610.000,00;R$ 8.840,58;https://drive.google.com/drive/folders/1JOd8GxZN3H3xpvhITgxbF7pprbrfYyMy
601351208-95;Cardeal 1720;Pinheiros;Cardeal Arcoverde, 1720;35;32;1;0;1;2017;Lindo apartamento em Pinheiros;R$ 611,00;R$ 559,00;R$ 520.000,00;R$ 16.250,00;https://drive.google.com/drive/folders/1D_l00CcGM7HYGvpydgKB52nzv5Ku4Mg5
601351192-7;Tania Maria ;Indianópolis;Aratãs, 871;83;70;1;0;1;1973;Lindo apartamento em Indianópolis ;R$ 1.229,03;R$ 0,00;R$ 699.000,00;R$ 9.985,71;https://drive.google.com/drive/folders/1QH1EOV9uFeTQ6hf_T9Xoo-F8t6o1aBLQ
601181053-13;On Melo Alves ;Cerqueira César;Melo Alves, 262;1718;33;1;0;1;2023;Ótimo estúdio na Cerqueira César ;R$ 900,00;R$ 2.000,00;R$ 899.000,00;R$ 27.242,42;https://drive.google.com/drive/folders/1ZaWDWOw1ARTtLPuXK-ZqdDym13zdtZiX
601181074-7;Mov In Aclimação ;Jardim da Glória ;Coronel Diogo, 1200;85;42;1;1;1;2017;Ótimo apartamento no Jardim da Glória ;R$ 550,00;R$ 1.062,00;R$ 599.900,00;R$ 14.283,33;https://drive.google.com/drive/folders/1znP6OcAQYSb1jApV_iGUIwoeUl7ZMmw6
601251020-10;Piazza Di E Tonicelli ;Vila Formosa ;Argonautas, 465;casa 5 ;195;3;3;2;2019;Maravilhosa casa de condomínio na Vila Formosa ;R$ 610,00;R$ 3.450,00;R$ 890.000,00;R$ 4.564,10;https://drive.google.com/drive/folders/1QJ7hLIWj6adV8XeZeInDkmkp8h_3M6y5
601251076-210;Mobi One Saúde ;Saúde ;Bertioga, 123;103;36;1;0;1;2020;Lindo apartamento na Saúde ;R$ 757,00;R$ 0,00;R$ 467.000,00;R$ 12.972,22;https://drive.google.com/drive/folders/1dm8UVUeJRqjQ3Zzv56YdQ-5G7h5NN0TO
601251114-18;Oscar 900;Jardim Paulista ;Oscar Freire, 900;studio 607;39;1;1;0;2025;Lindo estúdio no Jardim Paulista ;R$ 0,00;R$ 0,00;R$ 1.600.000,00;R$ 41.025,64;https://drive.google.com/drive/folders/1rqDevW9rgP9VWEiIMB5o3c3VFx_7zcvU
601181047-10;Sunset Hill;Morumbi;Giovanni Gronchi, nº 3501;31;175;3;2;2;1980;Espaçoso apartamento no Morumbi;R$ 2.008,00;R$ 56,00;R$ 465.000,00;R$ 2.657,14;https://drive.google.com/drive/folders/12nvoFTz9FX7jl-aAP3fxz6qEvur7sN0O?usp=sharing
602011012-45;Forest Hills Park ;Jardim Marajoara;Arlindo Veiga dos Santos, 25;12 E ;82;3;0;1;1986;Lindo apartamento no Jardim Marajoara ;R$ 881,00;R$ 512,70;R$ 650.000,00;R$ 7.926,83;https://drive.google.com/drive/folders/1vusno6g9oOanuXTzHd-B4KGxU4ojeUXE
601251114-12;Verônica;Cerqueira César;Ministro Rocha Azevedo, 893;21;220;3;1;2;1969;Maravilhoso apartamento na Cerqueira César;R$ 5.724,00;R$ 12.780,00;R$ 2.560.000,00;R$ 11.636,36;https://drive.google.com/drive/folders/1zZyZcmA22iRhdxqM1AIw_1WKC_KhFiou
602011002-46;Casa/sobrado;Interlagos ;Frederico Michel, 57;57;192;3;1;3;1978;Maravilhosa casa/sobrado em Interlagos ;R$ 0,00;R$ 4.451,00;R$ 750.000,00;R$ 3.906,25;https://drive.google.com/drive/folders/17K_kGZlad5SR8FQw3_hylvVoltf8w0ev
601251182-105;B. Long Ibirapuera ;Moema ;Agami, 333;113;75;2;1;1;2023;Maravilhoso apartamento duplex em Moema ;R$ 1.403,00;R$ 0,00;R$ 1.350.000,00;R$ 18.000,00;https://drive.google.com/drive/folders/1kq5zGaSZdVvMDv361C1xu4Fl8r2tSixL
601351189-48;Smiley Home Resort;Butantã;São Paulo Paraná, 10100;11 C ;77;3;1;1;2016;Ótimo apartamento no Butantã;R$ 551,00;R$ 25,00;R$ 548.900,00;R$ 7.128,57;https://drive.google.com/drive/folders/1bJ1jVxTRkc410apsWCglQMz9OdIPCwu5
601251010-355;Maison D'OR;Moema ;Ibijaú, 191;22;172;4;3;2;1989;Maravilhoso apartamento em Moema ;R$ 2.429,00;R$ 9.675,00;R$ 2.450.000,00;R$ 14.244,19;https://drive.google.com/drive/folders/1vGD-7GYd8pwdhxDJZqrtSXEhPtY8xN8D
601251091-22;Accanto ;Vila Formosa ;Templários, 335 ;11;104;3;1;2;2012;Maravilhoso apartamento na Vila Formosa ;R$ 924,00;R$ 2.882,00;R$ 1.100.000,00;R$ 10.576,92;https://drive.google.com/drive/folders/1ZWeCodAxFfGYqmI8GqPKZBFXWxCB8kHP
601251018-72;Maison Royale ;Chácara Kalbin;Galofre, 127;33;104;3;1;2;2000;Maravilhoso apartamento no Jardim Vila Mariana ;R$ 1.342,00;R$ 5.225,00;R$ 1.090.000,00;R$ 10.480,77;https://drive.google.com/drive/folders/1ZuxlvD9ou6xQXS0uugf5PDQQlo2SYbqP
601181053-16;On Melo Alves ;Cerqueira César;Melo Alves, 262;1518;33;1;0;1;2024;Ótimo estúdio na Cerqueira César ;R$ 900,00;R$ 2.000,00;R$ 899.000,00;R$ 27.242,42;https://drive.google.com/drive/folders/1z3JrceHhdazxo_qsArWkfth3mJBWvQNy
601181053-15;On Melo Alves ;Cerqueira César;Melo Alves, 262;616;33;1;0;1;2024;Ótimo estúdio na Cerqueira César ;R$ 900,00;R$ 2.000,00;R$ 899.000,00;R$ 27.242,42;https://drive.google.com/drive/folders/11gLsOKpZf_L0RSqb1GSadgoGlSPWA3qG
601181053-14;On Melo Alves ;Cerqueira César;Melo Alves, 262;1407;28;1;0;1;2024;Lindo estúdio na Cerqueira César ;R$ 900,00;R$ 2.000,00;R$ 780.000,00;R$ 27.857,14;https://drive.google.com/drive/folders/1jEtNoK5iQbQvkz0RX3h5T0QQuxMbu1Rq
601181052-50;Arbo Alto de Pinheiros ;Alto da Lapa ;Coelho de Carvalho, 315;63 T1;175;3;3;2;2024;Maravilhoso apartamento no alto da Lapa ;R$ 1.658,00;R$ 0,00;R$ 2.948.570,00;R$ 16.848,97;https://drive.google.com/drive/folders/1n-fs6yRjP6Qxmv1qxoLgNWyKTirmrChO
601251087-48;The Parker ;Aclimação ;Almeida Torres, 119;21 C ;171;4;2;3;2013;Maravilhoso apartamento na Aclimação ;R$ 2.580,00;R$ 12.445,00;R$ 2.390.000,00;R$ 13.976,61;https://drive.google.com/drive/folders/19MiXgz4UNAaSSxFyQGfiNllgJEPXQvpf
601251088-59;Central Point ;Campos Elíseos ;Eduardo Prado, 191;104;48;1;0;1;1984;Lindo apartamento em Campos Elíseos ;R$ 853,01;R$ 97,81;R$ 300.000,00;R$ 6.250,00;https://drive.google.com/drive/folders/1_nmq9dxLEJBAkrhh0fNCz6O7pByJ-WOI
601351152-29;Casa Alta ;Morumbi ;Manoel Antônio Pinto, 1200;41;207;4;1;2;1977;Maravilhoso apartamento no Morumbi ;R$ 2.131,00;R$ 3.724,00;R$ 780.000,00;R$ 3.768,12;https://drive.google.com/drive/folders/17yZEHAsVOsU6ZOuc36kkjBinqQyOwWlH
601181054-39;Casa/sobrado;Parque das Nações - Santo André ;Belgica, 707;x;222;3;1;4;1992;Maravilhoso sobrado no Parque das Nações - Santo André ;R$ 0,00;R$ 2.504,00;R$ 829.000,00;R$ 3.734,23;https://drive.google.com/drive/folders/1CwSBIx8HEcwP1wD8cSo7gmL83LYX-_Qa
601251077-9;Panorama;Pinheiros;Oscar Freire, 1579;82;262;3;0;2;1982;Cobertura ampla em Pinheiros;R$ 2.742,00;R$ 6.907,00;R$ 2.400.000,00;R$ 9.160,31;https://drive.google.com/drive/folders/1i6sMLa8hdChnLEe5cwGZS9Gpv-G7jIaN
601251070-28;Carlos Eduardo ;Bosque da Saúde ;Padre Machado, 96;151;84;2;0;1;1978;Ótimo apartamento no Bosque da Saúde ;R$ 1.252,00;R$ 553,00;R$ 640.000,00;R$ 7.619,05;https://drive.google.com/drive/folders/1X8pRnTkw4r8wIafJok1qYssMqrsZ2ryG
601181028-22;Regina ;Pinheiros;Fradique Coutinho, 532;12;100;3;1;2;1982;Maravilhoso apartamento em Pinheiros ;R$ 1.779,00;x;R$ 860.000,00;R$ 8.600,00;https://drive.google.com/drive/folders/1SuoXfR_PJEZA3731MdDOrWwrGGDI_Wid
602011028-16;Garcia D'Avila ;Vila Uberabinha ;Inhambú, 942;91;37;1;0;1;1988;Lindo apartamento na Vila Uberabinha ;R$ 1.120,00;R$ 790,00;R$ 373.000,00;R$ 10.081,08;https://drive.google.com/drive/folders/1CR9c96-gAn5J9omUnUCQLL4blbWRl3on
601181028-35;Fatto Novo Panamby ;Jardim Parque Morumbi ;Doutor Carlos Aldrovandi, 85;173 torre 1;59;2;1;1;2016;Lindo apartamento no Jardim Parque Morumbi ;R$ 362,00;R$ 620,00;R$ 389.000,00;R$ 6.593,22;https://drive.google.com/drive/folders/1myt7fYL0XJlCdztZqBPaH09dHInsLNzF
 601181007-15;Casa/sobrado;Vila Sônia ;Doutor José Maria Whitaker, 74;x;303;3;2;4;;Maravilhoso sobrado na Vila Sônia ;R$ 0,00;R$ 10.399,00;R$ 1.290.000,00;R$ 4.257,43;https://drive.google.com/drive/folders/1bSA6dinuw73INbMU1tvpWo_4isvCGIYq
601251185-1;Scipione ;Itaim Bibi;Bandeira Paulista, 87;71;95;3;1;1;1981;Lindo apartamento no Itaim Bibi ;R$ 2.400,00;R$ 374,00;R$ 1.090.000,00;R$ 11.473,68;https://drive.google.com/drive/folders/1A-KdYMq72OXSBJItH9BBvnnhSNABaYji
601251022-127;Pateo Morumbi ;Vila Andrade;Manoel Antônio Pinto, 468;54;51;2;0;1;2010;Lindo apartamento na Vila Andrade ;R$ 615,00;R$ 0,00;R$ 295.000,00;R$ 5.784,31;https://drive.google.com/drive/folders/1zEe394ADBTiQpLpyV0iYQz3-UAPZGRdU
601251047-944;Olympia Self Living;Vila Olímpia;Gomes de Carvalho, nº 1050;34;65;2;1;1;2008;Ótimo apartamento na Vila Olímpia;R$ 1.200,00;R$ 308,00;R$ 1.090.000,00;R$ 16.769,23;https://drive.google.com/drive/folders/1y7ffUibaKftlm2YDFbUw1kUi84YIV3Ri?usp=sharing
601251022-124;Iconyc ;Vila Clementino ;Loefgren, 2503;51;158;3;2;2;2023;Maravilhoso apartamento na Vila Clementina ;R$ 1.678,00;R$ 10.611,90;R$ 2.490.000,00;R$ 15.759,49;https://drive.google.com/drive/folders/1E8Nno6midVXiZmX1eq3tIZIjjJxl48_m
601251152-18;Unita Jardim Prudencia ;Vila Santa Catarina;Flechas, 649;34;65;2;1;1;;Lindo apartamento na Vila Santa Catarina ;R$ 772,00;R$ 1.709,00;R$ 790.000,00;R$ 12.153,85;https://drive.google.com/drive/folders/1HMutTeRsUasWfHTC2LskIuNvbK5yxqjR
601251165-43;Reference Klabin;Vila Mariana ;Embuaçu, 179;51;200;4;1;3;2009;Maravilhoso apartamento na Vila Mariana ;R$ 3.388,00;R$ 20.793,00;R$ 3.300.000,00;R$ 16.500,00;https://drive.google.com/drive/folders/1cVdOiNP3plRSc5EJOZQl4atHxwxLpbVv
601251165-22;New Home Jardim Marajoara ;Jardim Marajoara;Joao Sussumo Hirata, nº 38;134 A ;59;3;0;1;2008;Lindo apartamento no Jardim Marajoara ;R$ 931,00;R$ 1.176,00;R$ 389.000,00;R$ 6.593,22;https://drive.google.com/drive/folders/1txeOoy-Ifz_sv7GuAqyHaL2bddyNf00s
601251079-80;Casa;Jardim Paulista ;Oliveira Pimentel, 315;x;660;4;3;7;1970;Maravilhosa casa no Jardim Paulista ;R$ 0,00;R$ 42.972,00;R$ 7.500.000,00;R$ 11.363,64;https://drive.google.com/drive/folders/1SGN0A1lc9_n5XBV_FciCouZ_l3FIcXKw
601251032-57;Rosengarten ;Panamby;Coronel Francisco de Oliveira Simões, 22;63;82;3;1;2;2000;Ótimo apartamento no Panamby ;R$ 1.374,00;R$ 3.088,00;R$ 449.000,00;R$ 5.475,61;https://drive.google.com/drive/folders/166CFiC_MVRTCjfZe1m7AU0TZ2T_6LUm5
601251061-170;Classic Condominium Club Moema ;Moema ;Jurema, 200;13 B;137;3;3;3;2007;Maravilhoso apartamento em Moema ;R$ 2.330,90;R$ 9.058,90;R$ 2.460.000,00;R$ 17.956,20;https://drive.google.com/drive/folders/16Z5_O6AZOqgopOHC593Qx0kM4-sTOZdx
601351152-14;Embassy ;Jardim Paulista ;José Maria Lisboa, 679;101;180;3;1;1;1964;Maravilhoso apartamento no Jardim Paulista ;R$ 3.188,00;R$ 7.594,00;R$ 2.500.000,00;R$ 13.888,89;https://drive.google.com/drive/folders/15Aj8rDNZmRUt2yc4XUDpqryNzIQNtSSY?usp=sharing
601251091-21;Anderson;Quinta da Paineira ;General Bagnuolo, 1062;4;85;3;0;1;1979;Lindo apartamento na Quinta da Paineira ;R$ 240,00;R$ 0,00;R$ 495.000,00;R$ 5.823,53;https://drive.google.com/drive/folders/1ahYibcdIECyqz3WSCFPDEOYk9T6tuoiu
29/05/2025;Doppio By Helbor ;Vila Mariana;Guimarães Passos, 182;81;316;4;4;5;2015;Maravilhoso apartamento na Vila Mariana;R$ 6.374,54;R$ 43.209,91;R$ 5.000.000,00;R$ 15.822,78;https://drive.google.com/drive/folders/1fE7isHLnZ476ogIu9Jt5UKYPx5NjNaIH
601251039-42;Residencial Retrato Pinheiros;Pinheiros;Gilberto Sabino, nº 65;262;189;3;3;3;2020;Belíssimo apartamento em Pinheiros;R$ 1.800,00;R$ 1.325,00;R$ 4.390.000,00;R$ 23.227,51;https://drive.google.com/drive/folders/1nglRMk-QMG8gcCXxHnuyIenwCEY6uMLO?usp=sharing
601251061-192;Galeria Morais de Barros ;Campo Belo ;Morais de Barros, 750;101;117;2;2;2;2020;Maravilhoso apartamento no Campo Belo ;R$ 2.007,00;R$ 8.144,00;R$ 1.980.000,00;R$ 16.923,08;https://drive.google.com/drive/folders/1cAUi1u-17wM-mRzXv3dBsxJw7zpSgQEi
 601251021-188;Mespi;Santa Cecília;Doutor Albuquerque Lins, 565;51;60;2;0;1;1982;Ótimo apartamento na Santa Cecília ;R$ 1.167,00;R$ 2.223,00;R$ 580.000,00;R$ 9.666,67;https://drive.google.com/drive/folders/170MMB7jihijePb4nbxgnDkfzujX6_5Nv
 601251021-189;Piratininga ;Santa Cecília ;Barros, 380;1702;35;1;0;0;1980;Lindo apartamento na Santa Cecília ;R$ 443,00;R$ 5.000,00;R$ 280.000,00;R$ 8.000,00;https://drive.google.com/drive/folders/1lbjnGq5-r9bqc6tRHEDXtdk0HDHgfzR3
601351175-26;Brasília Financial;Santa Cecília;;cj 151;48;3;0;0;2013;Ótimo conjunto comercial/sala na Santa Cecília ;R$ 861,00;R$ 6.090,00;R$ 449.000,00;R$ 9.354,17;https://drive.google.com/drive/folders/1mDVWCjT7vspXgwhwD0yXHHYD2Rrcb6om
601351152-12;Arte Dois ;Vila Nova Conceição ;IV Centenário, 1578;111;244;3;3;3;1990;Maravilhoso apartamento na Vila Nova Conceição ;R$ 6.500,00;R$ 28.470,05;R$ 9.400.000,00;R$ 38.524,59;https://drive.google.com/drive/folders/1KjhprgSVSCcCDzbhYCKqpZqagiVaiB_W
601181028-33;Essência Alto da Boa Vista ;Santo Amaro ;Coronel Luís Barroso, 370;173;101;3;1;2;2012;Maravilhoso apartamento em Santo Amaro;R$ 980,00;R$ 2.621,00;R$ 1.150.000,00;R$ 11.386,14;https://drive.google.com/drive/folders/1SRSNmJovS7RkFfRjPwHP1wUpyKe1nUJW
601251086-324;Residencial Vero Novo Campo Belo;Jardim Aeroporto;Ipiranga, nº 456;81;117;2;1;1;2009;Excelente comertura no Jardim Aeroporto;R$ 1.130,00;R$ 86,00;R$ 1.249.000,00;R$ 10.675,21;https://drive.google.com/drive/folders/10-qN4g3WrcahxKOsxt-PerEpdpqd4DdT?usp=sharing
601251032-55;Casa;Campo Belo ;Morais de Barros, 71 ;x;145;3;0;1;1978;Maravilhosa casa no Campo Belo ;R$ 0,00;R$ 1.909,00;R$ 787.000,00;R$ 5.427,59;https://drive.google.com/drive/folders/1fMsraO2x9n9vP34iLu2cbKwhl40vxktK
601251032-58;Tivoli Park;Morumbi ;José Galante, 650 ;81;236;4;4;4;1991;Maravilhoso apartamento no Morumbi ;R$ 3.459,00;R$ 7.000,00;R$ 990.000,00;R$ 4.194,92;https://drive.google.com/drive/folders/1ojdus91n0ygCmR7HLOkLqr5lTiKwGQtf
601251187-8;Villaggio Arandu ;Brooklin Paulista ;Arandu, 660;141;116;3;1;2;2006;Maravilhoso apartamento no Brooklin Paulista ;R$ 1.449,00;R$ 2.878,00;R$ 1.490.000,00;R$ 12.844,83;https://drive.google.com/drive/folders/1nhA9-zZ5AQTv9zUu2uf_8nLgcW3jk9is
601251079-46;Piazza Navona;Campo Belo ;Pascal, 329;91;301;4;4;4;1985;Maravilhoso apartamento no Campo Belo ;R$ 4.652,00;R$ 2.312,00;R$ 3.850.000,00;R$ 12.790,70;https://drive.google.com/drive/u/1/folders/174lDehMrAoaSqUw5XON8T25WJS5yE8Xp
601251079-56;Guaraci ;Jardim Paulista ;José Maria Lisboa, 177;62;105;3;1;1;1975;Maravilhoso apartamento no Jardim Paulista ;R$ 1.500,00;R$ 3.930,00;R$ 980.000,00;R$ 9.333,33;https://drive.google.com/drive/folders/1zTBELkycSljyeOwJGn1b21CQWP7q_ALZ
601351163-16;Flamboyant ;Chácara Inglesa ;Jaci, 101;43;85;3;1;2;2011;Lindo apartamento na Chácara Inglesa ;R$ 1.100,00;R$ 3.277,00;R$ 940.000,00;R$ 11.058,82;https://drive.google.com/drive/folders/1w0giXJikk84qh2ln2ueULkALG8YgV3ed
601251088-45;Casa;Jardim Aeroporto;Galileu, nº 209;x;250;5;2;2;1985;Ótima casa no Jardim Aeroporto;x;R$ 7.075,00;R$ 1.275.000,00;R$ 5.100,00;https://drive.google.com/drive/folders/1FQcxNRmR8szxF_v772Xz7WzxqMiLKnJU?usp=sharing
601351175-20;Casa;Jardim Vila Galvão ;Santo Antônio, 206;x;430;4;3;6;1994;Maravilhosa casa no Jardim Vila Galvão ;R$ 0,00;R$ 9.419,00;R$ 1.820.000,00;R$ 4.232,56;https://drive.google.com/drive/folders/1hpxlXOZ9cSbiPtxh-TKtiHNtTzrMx1gA?usp=sharing
601251047-984;Ideal Klabin;Vila Mariana ;Dionizio da Costa, 170;93;62;2;1;2;2016;Lindo apartamento na Vila Mariana ;R$ 1.146,00;R$ 3.679,30;R$ 782.000,00;R$ 12.612,90;https://drive.google.com/drive/folders/1hqXip5wDnGYA9qSSkclSu-MDjesJaCRp?usp=drive_link
601251043-51;Champs Elisees ;Santo Amaro;João Pimenta, 105;13;113;3;1;1;1974;Maravilhoso apartamento em Santo Amaro;R$ 1.774,00;R$ 2.690,00;R$ 1.100.000,00;R$ 9.734,51;https://drive.google.com/drive/folders/1iOrmy9K_xNuOQKWfF9R0-69aftBL_VDb
601181054-29;Supreme ;Jardim São Paulo ;Tibiri, 60;1007;54;2;1;1;2024;Maravilhoso apartamento no Jardim São Paulo ;R$ 750,00;R$ 0,00;R$ 832.669,00;R$ 15.419,80;https://drive.google.com/drive/folders/11UXmKCL6g7D-9-YJklRjzeGg2ZF7vQNc
601251099-150;Porto Belo;Mirandópolis;Pirituba, 461;12;144;3;3;2;1993;Maravilhoso apartamento em Mirandópolis;R$ 2.742,00;R$ 8.654,00;R$ 1.090.000,00;R$ 7.569,44;https://drive.google.com/drive/folders/1hh8z1AaW0LrX6d0jmwmLbHglrReyZpUP
601351192-5;Avenida das Américas ;Bela Vista;Conde de São Joaquim, 340;121;26;1;0;1;2001;Lindo apartamento na Bela Vista ;R$ 661,57;R$ 1.304,90;R$ 299.000,00;R$ 11.500,00;https://drive.google.com/drive/folders/10dYvUBu9X3WBd5HJHKmVDpqrG_Sf8_k-
601181054-30;Supreme ;Jardim São Paulo ;Tibiri, 60;404;56;2;1;1;2024;Maravilhoso apartamento no Jardim São Paulo ;R$ 750,00;R$ 0,00;R$ 749.960,00;R$ 13.392,14;https://drive.google.com/drive/folders/1WGdXwnX2uDeyNw_RVcWgkW2RpyNDVAwE
601181054-36;Blue Tower;Cerqueira César;Cristiano Viana, 441;94;75;0;0;1;2001;Ótimo conjunto comercial/sala na Cerqueira César ;R$ 954,15;R$ 3.444,00;R$ 380.000,00;R$ 5.066,67;https://drive.google.com/drive/folders/15CoSttNyK0TuFyDVCUt0K39v4ih3iRPH
601181054-32;Silva Bueno Ipiranga ;Ipiranga ;Silva Bueno, 1302;1206;25;1;0;0;2024;Lindo estúdio no Ipiranga ;R$ 375,00;R$ 0,00;R$ 298.000,00;R$ 11.920,00;https://drive.google.com/drive/folders/1nrwpwNINPve1NoGl5mkZHnZh8giMy_u-
 601181054-31;Silva Bueno Ipiranga ;Ipiranga;Silva Bueno, 1302;402;25;1;0;0;2024;Lindo estúdio no Ipiranga ;R$ 375,00;R$ 0,00;R$ 284.000,00;R$ 11.360,00;https://drive.google.com/drive/folders/1tNZV0MOdvhyiVhsBjGCm1MBlGJt9EoDe
601181047-14;Casa/sobrado;Vila Morse ;Ordenações Manuelinas, 103;x;119;3;1;2;2001;Ótima casa/sobrado na Vila Morse ;R$ 0,00;R$ 2.532,00;R$ 630.000,00;R$ 5.294,12;https://drive.google.com/drive/folders/1JqrVA5JfXnTGBGkcE7AOpW8dSPjo554Z
602011004-64;Lido;Vila Mascote;Santa Catarina, 980;21;65;3;0;1;1977;Ótimo apartamento na Vila Mascote ;R$ 561,00;R$ 453,15;R$ 379.000,00;R$ 5.830,77;https://drive.google.com/drive/folders/1upRcztCdzVX4s8SDxfcyzdHBzSgYv1hn
601251018-80; Link Free Home;Vila Pompéia ;Doutor Augusto de Miranda, 597;122 B;60;3;1;1;2010;Lindo apartamento na Vila Pompéia ;R$ 882,00;R$ 2.078,00;R$ 740.000,00;R$ 12.333,33;https://drive.google.com/drive/folders/18pZCNCJICsUG8cpPxDjiIrhlp9dpPUuH
601251044-23;Varandas do Cibratel II;Gaivota - Itanhaém ;Guatemala, 151;32;47;2;0;1;2006;Lindo apartamento na Gaivota - Itanhaém ;R$ 569,00;R$ 1.000,00;R$ 220.000,00;R$ 4.680,85;https://drive.google.com/drive/folders/1KM9g4MKiuX-a5BYk-Xgi_Ax6LT7kxG8c
601251024-39;Cinque Terre Residenza ;Vila Campestre ;Francisco de Paula Quintanilha Ribeiro, 400;54 torre 4;84;3;1;2;2016;Lindo apartamento na Vila Campestre ;R$ 1.262,56;R$ 281,00;R$ 798.000,00;R$ 9.500,00;https://drive.google.com/drive/folders/1cciYYbKUN15PJ6ZHqx3byt7cUMi7TEbf
601251009-43;Pedroso Alvarenga;Itaim Bibi ;Pedroso Alvarenga, 86;11;107;2;1;0;1975;Maravilhoso apartamento no Itaim Bibi ;R$ 1.750,00;R$ 1.880,00;R$ 1.200.000,00;R$ 11.214,95;https://drive.google.com/drive/folders/1YD2osbJprVB6eMSfzXcXBCoNRQbkHSQr
601251024-43;Four Seasons ;Vila Andrade;Almansa, 225;31;100;3;3;2;2002;Ótimo apartamento na Vila Andrade ;R$ 1.689,00;R$ 467,00;R$ 599.000,00;R$ 5.990,00;https://drive.google.com/drive/folders/1QZTOpCI1xVjvXYjrn02494LrCVDGiNvt
601251047-997;Edifício Uirapuru;Vila Leopoldina;Aliança Liberal nº 700;31;120;3;3;3;2012;Lindo apartamento na Vila Leopodina;R$ 1.939,29;R$ 1.028,13;R$ 1.400.000,00;R$ 11.666,67;https://drive.google.com/drive/folders/1k7C9D0oV1tppOOdD9hXywpEarGcLHYon
601351189-53;Vila Verde ;Itapevi - São Paulo ;Sabiá, 90;casa - lote 3;361;3;0;4;1981;Maravilhosa casa de condomínio em Itapevi - SP;R$ 2.700,00;R$ 186,00;R$ 1.180.000,00;R$ 3.268,70;https://drive.google.com/drive/folders/117uqdtZPFBCGt9TzUixquo0cTCVSJ95J
601251072-64;Prime House ;Vila Mascote ;Mascote, 81;24 A;80;3;1;1;2011;Lindo apartamento na Vila Mascote ;R$ 741,79;R$ 618,20;R$ 829.000,00;R$ 10.362,50;https://drive.google.com/drive/folders/1XSuGCG_AP1AhvbbPrhxtDOalR82AmqO2
601181047-23;Colina do Morumbi ;Vila Suzana ; Doutor Amando Franco Soares Caiuby, 570;72;135;3;1;2;1994;Maravilhoso apartamento na Vila Suzana ;R$ 1.560,00;R$ 4.857,00;R$ 690.000,00;R$ 5.111,11;https://drive.google.com/drive/folders/1IJs4fG2V7x5_eYX3j4zVgL5G6abGCx3m
 601251072-59;Portugal 587;Brooklin Paulista;Portugal, 587;271;213;3;3;3;2025;Maravilhoso apartamento no Brooklin Paulista ;R$ 2.800,00;R$ 26.000,00;R$ 4.790.000,00;R$ 22.488,26;https://drive.google.com/drive/folders/1zHiiWNzlY6ObkGTgpQmVTJ5ge3mdUAzz
601181074-3;Ponto comercial/loja;Centro;Brigadeiro Tobias, 339;loja 13;54;1;0;0;1995;Ótimo ponto comercial/loja no Centro ;R$ 0,00;R$ 1.365,00;R$ 364.000,00;R$ 6.740,74;https://drive.google.com/drive/folders/1TSWJXgD8d94_rw4VXfXb2lrqoAUwmwPc
601251058-20;Casa;Alto da Lapa;Duarte da Costa, 208;x;500;4;2;8;1970;Maravilhosa casa no Alto da Lapa ;R$ 0,00;R$ 33.636,00;R$ 2.880.000,00;R$ 5.760,00;https://drive.google.com/drive/folders/1Jsf-alBHqz1qALzZBLxL9Sxv9b-k9Nj5
601351208-104;Barra Vista 1;Água Branca;Torres da Barra, 75;1304;58;2;1;1;2018;Lindo apartamento na Água Branca ;R$ 601,00;R$ 2.316,00;R$ 650.000,00;R$ 11.206,90;https://drive.google.com/drive/folders/1rsLUqYJ5cO_gkk_Fivc72HkSYUFcD9xU
601251047-998;Casa de condomínio ;Vila Matilde ;Doutor Suzano Brandão, 493;Casa 1;165;3;3;4;2005;Maravilhosa casa de condomínio na Vila Matilde ;R$ 472,50;R$ 275,00;R$ 640.000,00;R$ 3.878,79;https://drive.google.com/drive/folders/1NJLzEi4UR8AxYFCq0FjFf_Vc63-bw15e
601251010-306;Casa;Brooklin;Catipara, nº 389;x;362;5;0;6;1998;Perfeito apartamento no Brooklin;R$ 2.438,00;R$ 0,10;R$ 3.240.000,00;R$ 8.950,28;https://drive.google.com/drive/folders/1i__lmF9oHymmaQdZ8zqThQSSoPnEA-va?usp=sharing
601181032-6;Nik Condomínio Clube ;Pinheiros ;Alves Guimarães, 105;410;26;1;0;0;;Ótimo estúdio em Pinheiros ;R$ 607,00;R$ 0,00;R$ 495.000,00;R$ 19.038,46;https://drive.google.com/drive/folders/1kw-LbG8VOyqmMVFRyLn2I-EsjAfU8jNP
601251039-53;Moema By Cyrela ;Moema ;Bem Te Vi, 206;33;149;3;3;2;;Maravilhoso apartamento em Moema ;R$ 2.000,00;R$ 9.849,00;R$ 4.100.000,00;R$ 27.516,78;https://drive.google.com/drive/folders/1fCP-hRO2eawK0diGa7v7LguvVTGO-_Pb
